Date,PetrolPump_Name,Location,Product_Type,Quantity,Rate_per_KL ,Total_Amount,PO_Number,PO_Date,Dispatch_Date,Invoice_No.,Payment_Status,Remarks,Stockout_Flag,Dispatch_Time_hrs,Delivered_On_Time,Tank_Temp_C,Tank_Temp_Alert,Sludge_Level_%,Sludge_Alert,Tank_Cleaning_Scheduled
01-05-2025,Highway Pumps,Jabalpur,XP100,8,81500,652000,IOCL/JAB/11402,30-04-2025,01-05-2025,INV11402,Pending,Awaiting payment,Yes,24,Yes,43.1,No,8.9,Yes,Not Scheduled
03-05-2025,Highway Pumps,Chhindwara,XP100,5,74000,370000,IOCL/CHH/11403,30-04-2025,03-05-2025,INV11403,Pending,Partially delivered,No,72,Yes,53.1,No,4.8,No,Not Scheduled
13-05-2025,Bharat Filling Station,Chhindwara,HSD (Diesel),21,72500,1522500,IOCL/CHH/11404,10-05-2025,13-05-2025,INV11404,Paid,Awaiting payment,No,72,Yes,40.9,No,8.6,Yes,Not Scheduled
25-05-2025,Bharat Filling Station,Sagar,XP100,15,81500,1222500,IOCL/SAG/11405,22-05-2025,25-05-2025,INV11405,Pending,Partially delivered,No,72,Yes,53.3,No,6.3,No,Not Scheduled
13-05-2025,Highway Pumps,Jabalpur,MS (Petrol),13,74000,962000,IOCL/JAB/11406,09-05-2025,13-05-2025,INV11406,Paid,Partially delivered,No,96,No,44.9,No,2.7,No,Not Scheduled
07-05-2025,Bharat Filling Station,Seoni,MS (Petrol),25,79000,1975000,IOCL/SEO/11407,02-05-2025,07-05-2025,INV11407,Pending,Cancelled due to issue,No,120,No,44.7,No,6.2,No,Not Scheduled
13-05-2025,Bharat Filling Station,Jabalpur,HSD (Diesel),21,81500,1711500,IOCL/JAB/11408,10-05-2025,13-05-2025,INV11408,Paid,Partially delivered,No,72,Yes,47.7,No,5.6,No,Not Scheduled
04-05-2025,ABC Fuels,Mandla,MS (Petrol),18,74000,1332000,IOCL/MAN/11409,01-05-2025,04-05-2025,INV11409,Pending,Partially delivered,No,72,Yes,54.1,No,4.6,No,Not Scheduled
11-05-2025,XYZ Petroleum,Katni,XP100,8,74000,592000,IOCL/KAT/11410,07-05-2025,11-05-2025,INV11410,Paid,Awaiting payment,No,96,No,40.7,No,2.1,No,Not Scheduled
06-05-2025,ABC Fuels,Seoni,XP95,14,74000,1036000,IOCL/SEO/11411,05-05-2025,06-05-2025,INV11411,Paid,Delivered on time,No,24,Yes,45.3,No,4.8,No,Not Scheduled
26-05-2025,SpeedWay Fuels,Seoni,XP95,15,81500,1222500,IOCL/SEO/11412,21-05-2025,26-05-2025,INV11412,Paid,Delivered on time,No,120,No,52.8,No,1.7,No,Not Scheduled
16-05-2025,SpeedWay Fuels,Narsinghpur,XP100,17,81500,1385500,IOCL/NAR/11413,14-05-2025,16-05-2025,INV11413,Paid,Delivered on time,Yes,48,Yes,45.9,No,1.9,No,Not Scheduled
13-05-2025,Highway Pumps,Seoni,XP95,19,74000,1406000,IOCL/SEO/11414,09-05-2025,13-05-2025,INV11414,Paid,Partially delivered,No,96,No,43,No,4.7,No,Not Scheduled
04-05-2025,SpeedWay Fuels,Jabalpur,HSD (Diesel),12,81500,978000,IOCL/JAB/11415,30-04-2025,04-05-2025,INV11415,Pending,Cancelled due to issue,No,96,No,46.4,No,3.7,No,Not Scheduled
31-05-2025,Highway Pumps,Sagar,XP95,30,74000,2220000,IOCL/SAG/11416,29-05-2025,31-05-2025,INV11416,Paid,Partially delivered,Yes,48,Yes,45.8,No,9.3,Yes,Not Scheduled
28-05-2025,Highway Pumps,Sagar,MS (Petrol),19,72500,1377500,IOCL/SAG/11417,23-05-2025,28-05-2025,INV11417,Pending,Cancelled due to issue,No,120,No,53.7,No,4.4,No,Not Scheduled
11-05-2025,Highway Pumps,Damoh,HSD (Diesel),30,74000,2220000,IOCL/DAM/11418,10-05-2025,11-05-2025,INV11418,Pending,Partially delivered,No,24,Yes,51.4,No,7.8,Yes,Not Scheduled
09-05-2025,XYZ Petroleum,Jabalpur,XP95,14,74000,1036000,IOCL/JAB/11419,04-05-2025,09-05-2025,INV11419,Paid,Cancelled due to issue,No,120,No,47.6,No,5.8,No,Not Scheduled
27-05-2025,Highway Pumps,Chhindwara,XP95,8,74000,592000,IOCL/CHH/11420,23-05-2025,27-05-2025,INV11420,Pending,Cancelled due to issue,No,96,No,54.8,No,7.3,Yes,Not Scheduled
09-05-2025,Bharat Filling Station,Sagar,XP100,24,72500,1740000,IOCL/SAG/11421,04-05-2025,09-05-2025,INV11421,Pending,Cancelled due to issue,No,120,No,47,No,3.3,No,Not Scheduled
08-05-2025,SpeedWay Fuels,Katni,HSD (Diesel),22,74000,1628000,IOCL/KAT/11422,05-05-2025,08-05-2025,INV11422,Paid,Partially delivered,Yes,72,Yes,40.9,No,9.5,Yes,Not Scheduled
20-05-2025,SpeedWay Fuels,Jabalpur,XP95,13,81500,1059500,IOCL/JAB/11423,17-05-2025,20-05-2025,INV11423,Paid,Cancelled due to issue,No,72,Yes,43.9,No,5.8,No,Not Scheduled
02-05-2025,XYZ Petroleum,Chhindwara,XP95,14,79000,1106000,IOCL/CHH/11424,29-04-2025,02-05-2025,INV11424,Paid,Cancelled due to issue,No,72,Yes,46.5,No,8.5,Yes,Not Scheduled
18-05-2025,ABC Fuels,Sagar,HSD (Diesel),24,79000,1896000,IOCL/SAG/11425,15-05-2025,18-05-2025,INV11425,Pending,Awaiting payment,No,72,Yes,42.4,No,4.3,No,Not Scheduled
18-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),19,79000,1501000,IOCL/CHH/11426,17-05-2025,18-05-2025,INV11426,Paid,Delivered on time,Yes,24,Yes,54.2,No,1.9,No,Not Scheduled
30-05-2025,Highway Pumps,Mandla,HSD (Diesel),12,81500,978000,IOCL/MAN/11427,25-05-2025,30-05-2025,INV11427,Paid,Delivered on time,No,120,No,51.5,No,7.1,Yes,Not Scheduled
08-05-2025,Highway Pumps,Damoh,HSD (Diesel),26,72500,1885000,IOCL/DAM/11428,03-05-2025,08-05-2025,INV11428,Pending,Cancelled due to issue,No,120,No,44,No,1.1,No,Not Scheduled
16-05-2025,ABC Fuels,Chhindwara,XP100,16,72500,1160000,IOCL/CHH/11429,15-05-2025,16-05-2025,INV11429,Paid,Awaiting payment,No,24,Yes,48.9,No,5.3,No,Not Scheduled
27-05-2025,SpeedWay Fuels,Narsinghpur,XP100,19,81500,1548500,IOCL/NAR/11430,24-05-2025,27-05-2025,INV11430,Pending,Awaiting payment,No,72,Yes,50.8,No,2.7,No,Not Scheduled
03-05-2025,Highway Pumps,Chhindwara,HSD (Diesel),21,81500,1711500,IOCL/CHH/11431,01-05-2025,03-05-2025,INV11431,Pending,Cancelled due to issue,No,48,Yes,54.1,No,6.6,No,Not Scheduled
24-05-2025,Bharat Filling Station,Chhindwara,XP100,7,81500,570500,IOCL/CHH/11432,22-05-2025,24-05-2025,INV11432,Paid,Cancelled due to issue,No,48,Yes,53.2,No,9.8,Yes,Not Scheduled
07-05-2025,XYZ Petroleum,Katni,HSD (Diesel),11,74000,814000,IOCL/KAT/11433,03-05-2025,07-05-2025,INV11433,Paid,Partially delivered,No,96,No,47.7,No,5.2,No,Not Scheduled
22-05-2025,SpeedWay Fuels,Sagar,HSD (Diesel),24,79000,1896000,IOCL/SAG/11434,18-05-2025,22-05-2025,INV11434,Pending,Partially delivered,No,96,No,51.6,No,8.4,Yes,Not Scheduled
26-05-2025,Bharat Filling Station,Mandla,XP100,19,72500,1377500,IOCL/MAN/11435,23-05-2025,26-05-2025,INV11435,Paid,Cancelled due to issue,Yes,72,Yes,48.4,No,5.6,No,Not Scheduled
10-05-2025,XYZ Petroleum,Mandla,XP95,23,79000,1817000,IOCL/MAN/11436,07-05-2025,10-05-2025,INV11436,Paid,Awaiting payment,No,72,Yes,48.3,No,5.5,No,Not Scheduled
04-05-2025,Highway Pumps,Chhindwara,MS (Petrol),6,72500,435000,IOCL/CHH/11437,03-05-2025,04-05-2025,INV11437,Paid,Awaiting payment,No,24,Yes,41.7,No,9.4,Yes,Not Scheduled
29-05-2025,Bharat Filling Station,Mandla,MS (Petrol),22,72500,1595000,IOCL/MAN/11438,28-05-2025,29-05-2025,INV11438,Paid,Delivered on time,No,24,Yes,41.9,No,9,Yes,Not Scheduled
12-05-2025,Highway Pumps,Seoni,XP95,5,79000,395000,IOCL/SEO/11439,09-05-2025,12-05-2025,INV11439,Pending,Cancelled due to issue,No,72,Yes,47.9,No,8.1,Yes,Not Scheduled
20-05-2025,Bharat Filling Station,Sagar,HSD (Diesel),6,72500,435000,IOCL/SAG/11440,15-05-2025,20-05-2025,INV11440,Paid,Awaiting payment,No,120,No,44,No,3.7,No,Not Scheduled
07-05-2025,SpeedWay Fuels,Katni,MS (Petrol),30,79000,2370000,IOCL/KAT/11441,06-05-2025,07-05-2025,INV11441,Pending,Delivered on time,No,24,Yes,40.3,No,5.9,No,Not Scheduled
30-05-2025,Highway Pumps,Damoh,XP95,21,79000,1659000,IOCL/DAM/11442,28-05-2025,30-05-2025,INV11442,Pending,Cancelled due to issue,No,48,Yes,50.8,No,3,No,Not Scheduled
17-05-2025,ABC Fuels,Sagar,MS (Petrol),20,81500,1630000,IOCL/SAG/11443,12-05-2025,17-05-2025,INV11443,Paid,Awaiting payment,No,120,No,40.5,No,5,No,Not Scheduled
08-05-2025,SpeedWay Fuels,Seoni,XP100,24,79000,1896000,IOCL/SEO/11444,06-05-2025,08-05-2025,INV11444,Paid,Delivered on time,No,48,Yes,48.9,No,5.4,No,Scheduled
18-05-2025,SpeedWay Fuels,Mandla,XP95,19,81500,1548500,IOCL/MAN/11445,14-05-2025,18-05-2025,INV11445,Paid,Cancelled due to issue,No,96,No,48.1,No,8.5,Yes,Not Scheduled
28-05-2025,Bharat Filling Station,Narsinghpur,XP95,6,81500,489000,IOCL/NAR/11446,25-05-2025,28-05-2025,INV11446,Paid,Delivered on time,No,72,Yes,54.5,No,9.1,Yes,Not Scheduled
07-05-2025,Bharat Filling Station,Katni,XP95,7,81500,570500,IOCL/KAT/11447,05-05-2025,07-05-2025,INV11447,Paid,Cancelled due to issue,No,48,Yes,47.3,No,4.7,No,Not Scheduled
12-05-2025,XYZ Petroleum,Narsinghpur,XP95,25,81500,2037500,IOCL/NAR/11448,09-05-2025,12-05-2025,INV11448,Pending,Partially delivered,No,72,Yes,41,No,1.2,No,Not Scheduled
14-05-2025,XYZ Petroleum,Katni,HSD (Diesel),12,79000,948000,IOCL/KAT/11449,10-05-2025,14-05-2025,INV11449,Pending,Awaiting payment,No,96,No,48.3,No,8.8,Yes,Not Scheduled
14-05-2025,SpeedWay Fuels,Mandla,HSD (Diesel),7,74000,518000,IOCL/MAN/11450,09-05-2025,14-05-2025,INV11450,Paid,Partially delivered,No,120,No,52.6,No,2.6,No,Not Scheduled
22-05-2025,SpeedWay Fuels,Seoni,MS (Petrol),15,79000,1185000,IOCL/SEO/11451,20-05-2025,22-05-2025,INV11451,Pending,Cancelled due to issue,No,48,Yes,55,No,6.6,No,Not Scheduled
05-05-2025,ABC Fuels,Sagar,XP100,27,72500,1957500,IOCL/SAG/11452,03-05-2025,05-05-2025,INV11452,Pending,Cancelled due to issue,No,48,Yes,46.5,No,1.2,No,Scheduled
26-05-2025,ABC Fuels,Damoh,MS (Petrol),28,79000,2212000,IOCL/DAM/11453,25-05-2025,26-05-2025,INV11453,Pending,Partially delivered,No,24,Yes,44.8,No,4.6,No,Not Scheduled
20-05-2025,Bharat Filling Station,Katni,XP95,5,79000,395000,IOCL/KAT/11454,15-05-2025,20-05-2025,INV11454,Paid,Partially delivered,Yes,120,No,53.6,No,9.9,Yes,Scheduled
02-05-2025,SpeedWay Fuels,Damoh,XP95,18,79000,1422000,IOCL/DAM/11455,01-05-2025,02-05-2025,INV11455,Paid,Delivered on time,No,24,Yes,42.9,No,1.9,No,Not Scheduled
13-05-2025,Highway Pumps,Jabalpur,HSD (Diesel),8,79000,632000,IOCL/JAB/11456,08-05-2025,13-05-2025,INV11456,Pending,Awaiting payment,No,120,No,49.2,No,4.8,No,Not Scheduled
21-05-2025,XYZ Petroleum,Chhindwara,XP95,12,72500,870000,IOCL/CHH/11457,19-05-2025,21-05-2025,INV11457,Paid,Partially delivered,No,48,Yes,46.1,No,3.8,No,Not Scheduled
18-05-2025,Highway Pumps,Mandla,XP95,12,79000,948000,IOCL/MAN/11458,15-05-2025,18-05-2025,INV11458,Paid,Delivered on time,No,72,Yes,40.6,No,9.1,Yes,Not Scheduled
23-05-2025,SpeedWay Fuels,Damoh,HSD (Diesel),6,74000,444000,IOCL/DAM/11459,21-05-2025,23-05-2025,INV11459,Paid,Partially delivered,No,48,Yes,45.2,No,8.8,Yes,Not Scheduled
30-05-2025,Highway Pumps,Jabalpur,XP100,12,72500,870000,IOCL/JAB/11460,27-05-2025,30-05-2025,INV11460,Paid,Delivered on time,No,72,Yes,44,No,3.1,No,Scheduled
28-05-2025,XYZ Petroleum,Jabalpur,XP95,25,74000,1850000,IOCL/JAB/11461,26-05-2025,28-05-2025,INV11461,Paid,Cancelled due to issue,No,48,Yes,50.3,No,1.7,No,Not Scheduled
05-05-2025,SpeedWay Fuels,Jabalpur,XP95,29,79000,2291000,IOCL/JAB/11462,02-05-2025,05-05-2025,INV11462,Pending,Awaiting payment,No,72,Yes,54.2,No,6.6,No,Not Scheduled
29-05-2025,Bharat Filling Station,Mandla,XP100,16,81500,1304000,IOCL/MAN/11463,26-05-2025,29-05-2025,INV11463,Pending,Awaiting payment,No,72,Yes,44,No,4,No,Not Scheduled
27-05-2025,Bharat Filling Station,Seoni,MS (Petrol),24,79000,1896000,IOCL/SEO/11464,25-05-2025,27-05-2025,INV11464,Paid,Delivered on time,No,48,Yes,52.2,No,7,No,Not Scheduled
19-05-2025,ABC Fuels,Damoh,XP95,29,81500,2363500,IOCL/DAM/11465,14-05-2025,19-05-2025,INV11465,Pending,Awaiting payment,Yes,120,No,40.8,No,1.3,No,Scheduled
26-05-2025,Bharat Filling Station,Jabalpur,XP95,20,74000,1480000,IOCL/JAB/11466,21-05-2025,26-05-2025,INV11466,Paid,Cancelled due to issue,No,120,No,48.1,No,2.2,No,Not Scheduled
17-05-2025,ABC Fuels,Seoni,HSD (Diesel),22,81500,1793000,IOCL/SEO/11467,14-05-2025,17-05-2025,INV11467,Pending,Cancelled due to issue,No,72,Yes,41.1,No,7.2,Yes,Not Scheduled
25-05-2025,Highway Pumps,Jabalpur,XP95,15,81500,1222500,IOCL/JAB/11468,23-05-2025,25-05-2025,INV11468,Pending,Cancelled due to issue,No,48,Yes,54,No,2.9,No,Not Scheduled
21-05-2025,ABC Fuels,Chhindwara,MS (Petrol),10,81500,815000,IOCL/CHH/11469,20-05-2025,21-05-2025,INV11469,Pending,Partially delivered,No,24,Yes,51.5,No,8.7,Yes,Not Scheduled
17-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),30,72500,2175000,IOCL/CHH/11470,15-05-2025,17-05-2025,INV11470,Paid,Cancelled due to issue,No,48,Yes,49.9,No,1.5,No,Not Scheduled
11-05-2025,ABC Fuels,Narsinghpur,XP95,17,72500,1232500,IOCL/NAR/11471,07-05-2025,11-05-2025,INV11471,Pending,Awaiting payment,No,96,No,52.4,No,2.9,No,Not Scheduled
19-05-2025,Highway Pumps,Jabalpur,XP95,22,79000,1738000,IOCL/JAB/11472,15-05-2025,19-05-2025,INV11472,Pending,Awaiting payment,No,96,No,49.7,No,10,Yes,Not Scheduled
20-05-2025,ABC Fuels,Narsinghpur,MS (Petrol),14,79000,1106000,IOCL/NAR/11473,17-05-2025,20-05-2025,INV11473,Paid,Cancelled due to issue,No,72,Yes,54.5,No,4.9,No,Not Scheduled
08-05-2025,Bharat Filling Station,Katni,XP100,7,72500,507500,IOCL/KAT/11474,07-05-2025,08-05-2025,INV11474,Paid,Awaiting payment,No,24,Yes,50.7,No,7.3,Yes,Not Scheduled
02-05-2025,Highway Pumps,Seoni,XP100,10,72500,725000,IOCL/SEO/11475,28-04-2025,02-05-2025,INV11475,Pending,Awaiting payment,No,96,No,53.9,No,2.6,No,Not Scheduled
29-05-2025,ABC Fuels,Sagar,XP100,18,81500,1467000,IOCL/SAG/11476,26-05-2025,29-05-2025,INV11476,Pending,Delivered on time,No,72,Yes,47.8,No,6.5,No,Scheduled
01-05-2025,Bharat Filling Station,Chhindwara,MS (Petrol),16,74000,1184000,IOCL/CHH/11477,27-04-2025,01-05-2025,INV11477,Pending,Cancelled due to issue,No,96,No,41.8,No,7.5,Yes,Not Scheduled
12-05-2025,ABC Fuels,Narsinghpur,MS (Petrol),8,74000,592000,IOCL/NAR/11478,11-05-2025,12-05-2025,INV11478,Paid,Delivered on time,No,24,Yes,47.9,No,3.8,No,Not Scheduled
24-05-2025,ABC Fuels,Sagar,MS (Petrol),10,72500,725000,IOCL/SAG/11479,21-05-2025,24-05-2025,INV11479,Paid,Delivered on time,No,72,Yes,41.9,No,8.5,Yes,Not Scheduled
02-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),30,81500,2445000,IOCL/CHH/11480,28-04-2025,02-05-2025,INV11480,Pending,Awaiting payment,No,96,No,48.9,No,6.4,No,Not Scheduled
31-05-2025,Bharat Filling Station,Jabalpur,XP100,5,79000,395000,IOCL/JAB/11481,29-05-2025,31-05-2025,INV11481,Paid,Delivered on time,No,48,Yes,47.2,No,4.5,No,Not Scheduled
13-05-2025,XYZ Petroleum,Chhindwara,MS (Petrol),9,79000,711000,IOCL/CHH/11482,09-05-2025,13-05-2025,INV11482,Pending,Partially delivered,No,96,No,49.3,No,6,No,Scheduled
16-05-2025,ABC Fuels,Katni,XP100,6,81500,489000,IOCL/KAT/11483,15-05-2025,16-05-2025,INV11483,Pending,Cancelled due to issue,Yes,24,Yes,40.2,No,6.2,No,Not Scheduled
31-05-2025,Highway Pumps,Seoni,XP100,21,74000,1554000,IOCL/SEO/11484,30-05-2025,31-05-2025,INV11484,Pending,Delivered on time,No,24,Yes,42.9,No,2.5,No,Not Scheduled
18-05-2025,ABC Fuels,Katni,HSD (Diesel),19,74000,1406000,IOCL/KAT/11485,13-05-2025,18-05-2025,INV11485,Paid,Partially delivered,No,120,No,47.4,No,4.6,No,Not Scheduled
16-05-2025,ABC Fuels,Jabalpur,HSD (Diesel),19,72500,1377500,IOCL/JAB/11486,13-05-2025,16-05-2025,INV11486,Pending,Partially delivered,No,72,Yes,54.3,No,4.1,No,Not Scheduled
15-05-2025,SpeedWay Fuels,Sagar,XP95,19,79000,1501000,IOCL/SAG/11487,11-05-2025,15-05-2025,INV11487,Paid,Awaiting payment,No,96,No,45.8,No,4.6,No,Not Scheduled
26-05-2025,Highway Pumps,Seoni,XP100,28,79000,2212000,IOCL/SEO/11488,21-05-2025,26-05-2025,INV11488,Pending,Cancelled due to issue,No,120,No,46.4,No,7.8,Yes,Not Scheduled
30-05-2025,ABC Fuels,Katni,MS (Petrol),28,81500,2282000,IOCL/KAT/11489,25-05-2025,30-05-2025,INV11489,Pending,Cancelled due to issue,No,120,No,50.7,No,5.3,No,Not Scheduled
11-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),22,72500,1595000,IOCL/NAR/11490,08-05-2025,11-05-2025,INV11490,Pending,Awaiting payment,No,72,Yes,49.1,No,9.5,Yes,Scheduled
07-05-2025,XYZ Petroleum,Mandla,HSD (Diesel),13,74000,962000,IOCL/MAN/11491,06-05-2025,07-05-2025,INV11491,Pending,Delivered on time,No,24,Yes,44.5,No,3.6,No,Not Scheduled
01-05-2025,XYZ Petroleum,Jabalpur,XP100,29,81500,2363500,IOCL/JAB/11492,28-04-2025,01-05-2025,INV11492,Pending,Partially delivered,No,72,Yes,46.2,No,4.7,No,Not Scheduled
15-05-2025,XYZ Petroleum,Damoh,XP100,30,79000,2370000,IOCL/DAM/11493,14-05-2025,15-05-2025,INV11493,Pending,Awaiting payment,Yes,24,Yes,43.3,No,8.1,Yes,Not Scheduled
17-05-2025,SpeedWay Fuels,Narsinghpur,HSD (Diesel),8,81500,652000,IOCL/NAR/11494,15-05-2025,17-05-2025,INV11494,Paid,Delivered on time,No,48,Yes,54.5,No,5.9,No,Scheduled
07-05-2025,Bharat Filling Station,Damoh,MS (Petrol),7,81500,570500,IOCL/DAM/11495,05-05-2025,07-05-2025,INV11495,Pending,Awaiting payment,No,48,Yes,42,No,5.9,No,Not Scheduled
22-05-2025,ABC Fuels,Seoni,HSD (Diesel),30,79000,2370000,IOCL/SEO/11496,17-05-2025,22-05-2025,INV11496,Paid,Cancelled due to issue,No,120,No,45.6,No,1.5,No,Not Scheduled
29-05-2025,ABC Fuels,Katni,MS (Petrol),29,79000,2291000,IOCL/KAT/11497,24-05-2025,29-05-2025,INV11497,Paid,Partially delivered,No,120,No,40.4,No,4.6,No,Scheduled
10-05-2025,ABC Fuels,Seoni,XP100,15,81500,1222500,IOCL/SEO/11498,06-05-2025,10-05-2025,INV11498,Paid,Delivered on time,No,96,No,43.3,No,3.4,No,Not Scheduled
04-05-2025,Highway Pumps,Narsinghpur,HSD (Diesel),27,81500,2200500,IOCL/NAR/11499,29-04-2025,04-05-2025,INV11499,Paid,Delivered on time,No,120,No,51.7,No,10,Yes,Not Scheduled
19-05-2025,Highway Pumps,Katni,XP100,18,74000,1332000,IOCL/KAT/11500,16-05-2025,19-05-2025,INV11500,Paid,Delivered on time,No,72,Yes,43,No,3.8,No,Not Scheduled
11-05-2025,Highway Pumps,Narsinghpur,XP100,11,81500,896500,IOCL/NAR/11501,10-05-2025,11-05-2025,INV11501,Paid,Delivered on time,No,24,Yes,41.2,No,9,Yes,Not Scheduled
15-05-2025,Highway Pumps,Jabalpur,XP100,21,81500,1711500,IOCL/JAB/11502,12-05-2025,15-05-2025,INV11502,Pending,Partially delivered,Yes,72,Yes,47.1,No,7.1,Yes,Not Scheduled
04-05-2025,Highway Pumps,Mandla,MS (Petrol),16,79000,1264000,IOCL/MAN/11503,30-04-2025,04-05-2025,INV11503,Pending,Awaiting payment,No,96,No,40.1,No,4.1,No,Not Scheduled
21-05-2025,SpeedWay Fuels,Chhindwara,MS (Petrol),15,74000,1110000,IOCL/CHH/11504,18-05-2025,21-05-2025,INV11504,Pending,Cancelled due to issue,No,72,Yes,41.3,No,5.9,No,Not Scheduled
30-05-2025,Bharat Filling Station,Sagar,XP100,27,81500,2200500,IOCL/SAG/11505,28-05-2025,30-05-2025,INV11505,Pending,Delivered on time,No,48,Yes,52.1,No,8.6,Yes,Not Scheduled
13-05-2025,ABC Fuels,Sagar,MS (Petrol),28,74000,2072000,IOCL/SAG/11506,11-05-2025,13-05-2025,INV11506,Pending,Delivered on time,No,48,Yes,51.6,No,9,Yes,Not Scheduled
04-05-2025,ABC Fuels,Mandla,XP95,27,72500,1957500,IOCL/MAN/11507,30-04-2025,04-05-2025,INV11507,Paid,Partially delivered,No,96,No,53.7,No,2.4,No,Not Scheduled
21-05-2025,Bharat Filling Station,Katni,XP100,28,74000,2072000,IOCL/KAT/11508,19-05-2025,21-05-2025,INV11508,Paid,Delivered on time,No,48,Yes,52.8,No,4.1,No,Not Scheduled
21-05-2025,Highway Pumps,Mandla,XP100,9,79000,711000,IOCL/MAN/11509,16-05-2025,21-05-2025,INV11509,Pending,Delivered on time,No,120,No,50.2,No,4,No,Scheduled
23-05-2025,SpeedWay Fuels,Katni,XP95,26,74000,1924000,IOCL/KAT/11510,21-05-2025,23-05-2025,INV11510,Pending,Delivered on time,No,48,Yes,40.8,No,1.4,No,Not Scheduled
13-05-2025,Bharat Filling Station,Narsinghpur,HSD (Diesel),18,74000,1332000,IOCL/NAR/11511,08-05-2025,13-05-2025,INV11511,Paid,Partially delivered,No,120,No,51.7,No,6.4,No,Not Scheduled
24-05-2025,Highway Pumps,Sagar,HSD (Diesel),26,74000,1924000,IOCL/SAG/11512,23-05-2025,24-05-2025,INV11512,Paid,Partially delivered,No,24,Yes,52.7,No,8.7,Yes,Not Scheduled
31-05-2025,Bharat Filling Station,Katni,MS (Petrol),13,74000,962000,IOCL/KAT/11513,28-05-2025,31-05-2025,INV11513,Paid,Cancelled due to issue,Yes,72,Yes,52,No,4.4,No,Not Scheduled
08-05-2025,Highway Pumps,Damoh,HSD (Diesel),27,81500,2200500,IOCL/DAM/11514,04-05-2025,08-05-2025,INV11514,Paid,Partially delivered,No,96,No,47.6,No,7.7,Yes,Not Scheduled
16-05-2025,SpeedWay Fuels,Narsinghpur,XP95,8,81500,652000,IOCL/NAR/11515,12-05-2025,16-05-2025,INV11515,Pending,Awaiting payment,Yes,96,No,43.5,No,6.6,No,Not Scheduled
04-05-2025,SpeedWay Fuels,Chhindwara,MS (Petrol),5,81500,407500,IOCL/CHH/11516,01-05-2025,04-05-2025,INV11516,Pending,Partially delivered,No,72,Yes,52.7,No,4.4,No,Not Scheduled
05-05-2025,XYZ Petroleum,Seoni,XP100,21,74000,1554000,IOCL/SEO/11517,02-05-2025,05-05-2025,INV11517,Pending,Delivered on time,No,72,Yes,50.9,No,2.3,No,Not Scheduled
20-05-2025,Bharat Filling Station,Narsinghpur,XP95,8,81500,652000,IOCL/NAR/11518,18-05-2025,20-05-2025,INV11518,Paid,Partially delivered,No,48,Yes,54.7,No,7.4,Yes,Not Scheduled
12-05-2025,Bharat Filling Station,Mandla,MS (Petrol),17,74000,1258000,IOCL/MAN/11519,08-05-2025,12-05-2025,INV11519,Pending,Awaiting payment,No,96,No,42.3,No,8.7,Yes,Scheduled
08-05-2025,XYZ Petroleum,Katni,XP95,21,72500,1522500,IOCL/KAT/11520,06-05-2025,08-05-2025,INV11520,Pending,Cancelled due to issue,Yes,48,Yes,43.4,No,7.2,Yes,Not Scheduled
13-05-2025,SpeedWay Fuels,Seoni,HSD (Diesel),13,72500,942500,IOCL/SEO/11521,08-05-2025,13-05-2025,INV11521,Pending,Partially delivered,No,120,No,43.2,No,1.2,No,Not Scheduled
09-05-2025,Highway Pumps,Chhindwara,XP95,27,74000,1998000,IOCL/CHH/11522,07-05-2025,09-05-2025,INV11522,Pending,Cancelled due to issue,No,48,Yes,51.9,No,2.9,No,Not Scheduled
28-05-2025,Bharat Filling Station,Sagar,XP95,29,72500,2102500,IOCL/SAG/11523,24-05-2025,28-05-2025,INV11523,Paid,Delivered on time,No,96,No,42.8,No,1.6,No,Not Scheduled
16-05-2025,ABC Fuels,Damoh,XP100,8,74000,592000,IOCL/DAM/11524,13-05-2025,16-05-2025,INV11524,Paid,Partially delivered,No,72,Yes,41,No,6.1,No,Not Scheduled
11-05-2025,Highway Pumps,Mandla,HSD (Diesel),27,79000,2133000,IOCL/MAN/11525,10-05-2025,11-05-2025,INV11525,Paid,Partially delivered,No,24,Yes,55,No,7.8,Yes,Not Scheduled
26-05-2025,SpeedWay Fuels,Chhindwara,XP95,27,72500,1957500,IOCL/CHH/11526,22-05-2025,26-05-2025,INV11526,Pending,Cancelled due to issue,No,96,No,40.4,No,2,No,Not Scheduled
10-05-2025,Bharat Filling Station,Chhindwara,XP95,8,74000,592000,IOCL/CHH/11527,05-05-2025,10-05-2025,INV11527,Paid,Delivered on time,No,120,No,52.5,No,8.5,Yes,Not Scheduled
06-05-2025,Highway Pumps,Chhindwara,HSD (Diesel),20,74000,1480000,IOCL/CHH/11528,04-05-2025,06-05-2025,INV11528,Pending,Partially delivered,No,48,Yes,45.5,No,6,No,Scheduled
18-05-2025,XYZ Petroleum,Narsinghpur,XP95,16,74000,1184000,IOCL/NAR/11529,15-05-2025,18-05-2025,INV11529,Paid,Cancelled due to issue,No,72,Yes,52.6,No,7.2,Yes,Not Scheduled
